,tweet_id,source,text,rating_numerator,rating_denominator,pets_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,date,time,developmentalStage,dogTypeMax,dogConfsMax,new_dog_rating,dog_counts
2071,671115716440031232,Twitter for iPhone,"Meet Phred. He isn't steering, looking at the road, or wearing a seatbelt. Phred is a rolling tornado of danger 6/10 https://t.co/mZD7Bo7HfV",6.0,10.0,Phred,https://pbs.twimg.com/media/CVBILUgVAAA1ZUr.jpg,1.0,malinois,0.406341,True,kelpie,0.14336600000000002,True,dingo,0.129802,False,1392.0,801.0,2015-11-29 00:00:00,2018-10-13 23:57:00,no-entry,malinois,0.406341,6.0,1.0
2073,670995969505435648,Twitter for iPhone,Yea I can't handle this job anymore your dogs are too adorable. 12/10 https://t.co/N9W5L7BLTm,12.0,10.0,,https://pbs.twimg.com/media/CU_bRIEWcAAUVC7.jpg,1.0,redbone,0.8662209999999999,True,beagle,0.06119400000000001,True,Rhodesian_ridgeback,0.0242845,True,1133.0,303.0,2015-11-29 00:00:00,2018-10-13 16:01:00,no-entry,redbone,0.8662209999999999,12.0,1.0
2075,670840546554966016,Twitter for iPhone,Meet Colby. He's that one cool friend that gets you into every party. Great hat. Sneaky tongue slip. 10/10 good pup https://t.co/jBnz3MjTzX,10.0,10.0,Colby,https://pbs.twimg.com/media/CU9N6upXAAAbtQe.jpg,1.0,Shih-Tzu,0.963622,True,Lhasa,0.016016700000000002,True,guinea_pig,0.00793192,False,610.0,205.0,2015-11-29 00:00:00,2018-10-13 05:43:00,no-entry,Shih-Tzu,0.963622,10.0,1.0
2078,670832455012716544,Twitter for iPhone,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy https://t.co/Hj2HtxpcSx,10.0,10.0,Amy,https://pbs.twimg.com/media/CU9GjzrUkAAWPh4.jpg,1.0,malinois,0.31760700000000003,True,Norwegian_elkhound,0.274901,True,bathing_cap,0.114643,False,752.0,226.0,2015-11-29 00:00:00,2018-10-13 05:11:00,no-entry,malinois,0.31760700000000003,10.0,1.0
2080,670823764196741120,Twitter for iPhone,This is Remington. He's a man dime. 12/10 https://t.co/m3ufSDwHHJ,12.0,10.0,Remington,https://pbs.twimg.com/media/CU8-puBWwAAR8Xl.jpg,1.0,Labrador_retriever,0.947453,True,German_short-haired_pointer,0.017000599999999998,True,Weimaraner,0.0154321,True,796.0,198.0,2015-11-29 00:00:00,2018-10-13 04:37:00,no-entry,Labrador_retriever,0.947453,12.0,1.0
2081,670822709593571328,Twitter for iPhone,Can't do better than this lol. 10/10 for the owner https://t.co/yrqGyMZhW6,10.0,10.0,,https://pbs.twimg.com/media/CU89schWIAIHQmA.jpg,1.0,web_site,0.993887,False,Chihuahua,0.00125152,True,menu,0.000598751,False,629.0,100.0,2015-11-29 00:00:00,2018-10-13 04:32:00,no-entry,web_site,0.00125152,10.0,1.0
2082,670815497391357952,Twitter for iPhone,This is Sage. He likes to burn shit. 10/10 https://t.co/nLYruSMRe6,10.0,10.0,Sage,https://pbs.twimg.com/media/CU83IZ8W4AEIh4y.jpg,1.0,American_Staffordshire_terrier,0.919714,True,Staffordshire_bullterrier,0.0734302,True,bull_mastiff,0.000905679,True,3248.0,1601.0,2015-11-29 00:00:00,2018-10-13 04:04:00,no-entry,American_Staffordshire_terrier,0.919714,10.0,1.0
2083,670811965569282048,Twitter for iPhone,Meet Maggie. She enjoys her stick in the yard. Very content. Much tranquility. 10/10 keep it up pup https://t.co/eYP9i9gfYn,10.0,10.0,Maggie,https://pbs.twimg.com/media/CU8z65IUEAQBc4q.jpg,1.0,basset,0.99409,True,Walker_hound,0.00397268,True,beagle,0.00140619,True,1157.0,279.0,2015-11-29 00:00:00,2018-10-13 03:50:00,no-entry,basset,0.99409,10.0,1.0
2084,670807719151067136,Twitter for iPhone,"Say hello to Andy. He can balance on one foot, obliterate u in checkers, &amp; transform into a rug. 11/10 much talents https://t.co/idzH8JH06g",11.0,10.0,Andy,https://pbs.twimg.com/media/CU8v-rdXIAId12Z.jpg,1.0,Old_English_sheepdog,0.958035,True,Sealyham_terrier,0.0138922,True,Border_collie,0.00460114,True,1180.0,507.0,2015-11-29 00:00:00,2018-10-13 03:33:00,no-entry,Old_English_sheepdog,0.958035,11.0,1.0
2085,670804601705242624,Twitter for iPhone,Meet Mason. He's a total frat boy. Pretends to be Hawaiian. Head is unbelievably round. 10/10 would pet so damn well https://t.co/DM3ZP3AA7b,10.0,10.0,Mason,https://pbs.twimg.com/media/CU8tOJZWUAAlNoF.jpg,1.0,Pomeranian,0.86856,True,Pekinese,0.0901292,True,chow,0.0217221,True,2020.0,991.0,2015-11-29 00:00:00,2018-10-13 03:20:00,no-entry,Pomeranian,0.86856,10.0,1.0
2086,670803562457407488,Twitter for iPhone,I would do radical things in the name of Dog God. I'd believe every word in that book. 10/10 https://t.co/9ZuGAmLZDR,10.0,10.0,,https://pbs.twimg.com/media/CU8sSAvXIAAB1Py.jpg,1.0,basenji,0.34410100000000005,True,Ibizan_hound,0.210282,True,toy_terrier,0.196279,True,350.0,91.0,2015-11-29 00:00:00,2018-10-13 03:16:00,no-entry,basenji,0.34410100000000005,10.0,1.0
2089,670789397210615808,Twitter for iPhone,Two obedient dogs here. Left one has extra leg sticking out of its back. They each get 9/10. Would pet both at once https://t.co/RGcNPsmAfY,9.0,10.0,,https://pbs.twimg.com/media/CU8fZSQWoAEVp6O.jpg,1.0,beagle,0.295966,True,basset,0.143527,True,bluetick,0.138992,True,676.0,249.0,2015-11-29 00:00:00,2018-10-13 02:20:00,no-entry,beagle,0.295966,9.0,1.0
2090,670786190031921152,Twitter for iPhone,This is Creg. You offered him a ride to work but you're late and you just missed his exit. 8/10 https://t.co/3r7wznfuoa,8.0,10.0,Creg,https://pbs.twimg.com/media/CU8ceuxWUAALMEo.jpg,1.0,dingo,0.7771239999999999,False,Pembroke,0.12743800000000002,True,Cardigan,0.0240066,True,615.0,209.0,2015-11-29 00:00:00,2018-10-13 02:07:00,no-entry,dingo,0.12743800000000002,8.0,1.0
2093,670780561024270336,Twitter for iPhone,This is Traviss. He has no ears. Two rare dogs in background. I bet they all get along nicely. 7/10s I'd pet all https://t.co/Viu56hVhhP,7.0,10.0,Traviss,https://pbs.twimg.com/media/CU8XW2dWwAA-Lmc.jpg,1.0,Labrador_retriever,0.244889,True,American_black_bear,0.0569935,False,brown_bear,0.0539926,False,800.0,297.0,2015-11-29 00:00:00,2018-10-13 01:45:00,no-entry,Labrador_retriever,0.244889,7.0,1.0
2094,670778058496974848,Twitter for iPhone,"""To bone or not to bone?""
10/10 https://t.co/4g5kFdxp6g",10.0,10.0,,https://pbs.twimg.com/media/CU8VFhuVAAAQW8B.jpg,1.0,pug,0.776612,True,Brabancon_griffon,0.112032,True,boxer,0.0390514,True,337.0,74.0,2015-11-29 00:00:00,2018-10-13 01:35:00,no-entry,pug,0.776612,10.0,1.0
2096,670755717859713024,Twitter for iPhone,Say hello to Gin &amp; Tonic. They're having a staring contest. Very very intense. 9/10 for both https://t.co/F6bI9dF16E,9.0,10.0,Gin,https://pbs.twimg.com/media/CU8AwZ_UsAA-Lbu.jpg,1.0,keeshond,0.994065,True,Norwegian_elkhound,0.00182748,True,cairn,0.00182131,True,456.0,116.0,2015-11-29 00:00:00,2018-10-13 00:06:00,no-entry,keeshond,0.994065,9.0,1.0
2099,670717338665226240,Twitter for iPhone,*screams for a little bit and then crumples to the floor shaking* 12/10 https://t.co/W2MCt9pTed,12.0,10.0,,https://pbs.twimg.com/media/CU7d2vKUcAAFZyI.jpg,1.0,Pomeranian,0.368161,True,Pekinese,0.350973,True,golden_retriever,0.114902,True,1245.0,512.0,2015-11-28 00:00:00,2018-10-13 21:34:00,no-entry,Pomeranian,0.368161,12.0,1.0
2102,670679630144274432,Twitter for iPhone,This is Pluto. He's holding little waddling dog hostage. Little waddling dog very desperate at this point sos. 8/10 https://t.co/HMcD9SLOAN,8.0,10.0,Pluto,https://pbs.twimg.com/media/CU67jGSUkAAk_1Y.jpg,1.0,Ibizan_hound,0.34273400000000004,True,Brittany_spaniel,0.229065,True,Chihuahua,0.104029,True,763.0,297.0,2015-11-28 00:00:00,2018-10-13 19:04:00,no-entry,Ibizan_hound,0.34273400000000004,8.0,1.0
2103,670676092097810432,Twitter for iPhone,This is Bloo. He's a Westminster Cîroc. Doesn't think Bart deserves legs. Nice flowers. 8/10 https://t.co/IAc1QCczMc,8.0,10.0,Bloo,https://pbs.twimg.com/media/CU64WOlWcAA37TV.jpg,1.0,Dandie_Dinmont,0.6761020000000001,True,West_Highland_white_terrier,0.0408256,True,clumber,0.0395333,True,259.0,45.0,2015-11-28 00:00:00,2018-10-13 18:50:00,no-entry,Dandie_Dinmont,0.6761020000000001,8.0,1.0
2108,670452855871037440,Twitter for iPhone,This dog can't see its haters. 11/10 https://t.co/35BcGFdEAK,11.0,10.0,,https://pbs.twimg.com/media/CU3tUC4WEAAoZby.jpg,1.0,Arctic_fox,0.188174,False,indri,0.123584,False,malamute,0.08037949999999999,True,560.0,215.0,2015-11-28 00:00:00,2018-10-13 04:03:00,no-entry,Arctic_fox,0.08037949999999999,11.0,1.0
2110,670444955656130560,Twitter for iPhone,This is Paull. He just stubbed his toe. 10/10 deep breaths Paull https://t.co/J5Mqn8VeYq,10.0,10.0,Paull,https://pbs.twimg.com/media/CU3mITUWIAAfyQS.jpg,1.0,English_springer,0.403698,True,Brittany_spaniel,0.347609,True,Welsh_springer_spaniel,0.137186,True,6869.0,2049.0,2015-11-28 00:00:00,2018-10-13 03:31:00,no-entry,English_springer,0.403698,10.0,1.0
2111,670442337873600512,Twitter for iPhone,Meet Koda. He's large. Looks very soft. Great bangs. Powerful owner. 11/10 would pet the hell out of https://t.co/mzPoS9wCqp,11.0,10.0,Koda,https://pbs.twimg.com/media/CU3jwAYWwAAhdAv.jpg,1.0,Sussex_spaniel,0.403552,True,otterhound,0.256302,True,Irish_terrier,0.187315,True,662.0,204.0,2015-11-28 00:00:00,2018-10-13 03:21:00,no-entry,Sussex_spaniel,0.403552,11.0,1.0
2112,670435821946826752,Twitter for iPhone,Two unbelievably athletic dogs here. Great form. Perfect execution. 10/10 for both https://t.co/sQuKwSKtDE,10.0,10.0,,https://pbs.twimg.com/media/CU3d0azWUAA38FD.jpg,1.0,sorrel,0.46037,False,basenji,0.135767,True,Cardigan,0.0991743,True,1076.0,540.0,2015-11-28 00:00:00,2018-10-13 02:55:00,no-entry,sorrel,0.135767,10.0,1.0
2113,670434127938719744,Twitter for iPhone,Meet Hank and Sully. Hank is very proud of the pumpkin they found and Sully doesn't give a shit. 11/10 and 8/10 https://t.co/cwoP1ftbrj,11.0,10.0,Hank,https://pbs.twimg.com/media/CU3cSG8W4AIAePH.jpg,1.0,jack-o'-lantern,0.91914,False,Chesapeake_Bay_retriever,0.027351,True,Labrador_retriever,0.0200809,True,1439.0,671.0,2015-11-28 00:00:00,2018-10-13 02:48:00,no-entry,jack-o'-lantern,0.027351,9.5,2.0
2114,670433248821026816,Twitter for iPhone,This is Sam. He's trying to escape the inordinate monotony of conforming to everyday status quo. 10/10 https://t.co/PXnCdz8qzK,10.0,10.0,Sam,https://pbs.twimg.com/media/CU3be0SWEAEqb7I.jpg,1.0,window_shade,0.583427,False,giant_schnauzer,0.0622148,True,window_screen,0.039941,False,333.0,118.0,2015-11-28 00:00:00,2018-10-13 02:45:00,no-entry,window_shade,0.0622148,10.0,1.0
2115,670428280563085312,Twitter for iPhone,This is Willy. He's millennial af. 11/10 https://t.co/Fm1SvVLsad,11.0,10.0,Willy,https://pbs.twimg.com/media/CU3W9ELWEAEdUA0.jpg,1.0,chow,0.335269,True,golden_retriever,0.30585,True,Tibetan_mastiff,0.0633253,True,1416.0,657.0,2015-11-28 00:00:00,2018-10-13 02:25:00,no-entry,chow,0.335269,11.0,1.0
2117,670421925039075328,Twitter for iPhone,Meet Herb. 12/10 https://t.co/tLRyYvCci3,12.0,10.0,Herb,https://pbs.twimg.com/media/CU3RLqfW4AE0pbA.jpg,1.0,Chihuahua,0.275793,True,corn,0.0735958,False,bolete,0.054905099999999984,False,1344.0,661.0,2015-11-28 00:00:00,2018-10-13 02:00:00,no-entry,Chihuahua,0.275793,12.0,1.0
2122,670403879788544000,Twitter for iPhone,This is Nigel. He accidentally popped his ball after dunking so hard the backboard shattered. 10/10 great great pup https://t.co/vSd1TWFK1I,10.0,10.0,Nigel,https://pbs.twimg.com/media/CU3AxW1WoAA3_35.jpg,1.0,pug,0.8022229999999999,True,French_bulldog,0.172557,True,bull_mastiff,0.0071628,True,445.0,163.0,2015-11-28 00:00:00,2018-10-13 00:48:00,no-entry,pug,0.8022229999999999,10.0,1.0
2123,670385711116361728,Twitter for iPhone,Meet Larry. He's a Panoramic Benzoate. Can shoot lasers out of his eyes. Very neat. Stuck in that position tho. 8/10 https://t.co/MAZx8MPF0S,8.0,10.0,Larry,https://pbs.twimg.com/media/CU2wPyWWUAAb1MJ.jpg,1.0,whippet,0.178027,True,Chesapeake_Bay_retriever,0.105969,True,beagle,0.0787197,True,576.0,220.0,2015-11-27 00:00:00,2018-10-13 23:36:00,no-entry,whippet,0.178027,8.0,1.0
2124,670374371102445568,Twitter for iPhone,Meet Daisy. She's rebellious. Full of teen angst. Thought her food should be evenly dispersed around the room. 12/10 https://t.co/8yzgYzP94K,12.0,10.0,Daisy,https://pbs.twimg.com/media/CU2l7yvXAAUyYIJ.jpg,1.0,English_springer,0.974936,True,English_setter,0.0116613,True,cocker_spaniel,0.00268899,True,763.0,278.0,2015-11-27 00:00:00,2018-10-13 22:51:00,no-entry,English_springer,0.974936,12.0,1.0
2127,670319130621435904,Twitter for iPhone,"AT DAWN...
WE RIDE

11/10 https://t.co/QnfO7HEQGA",11.0,10.0,,https://pbs.twimg.com/media/CU1zsMSUAAAS0qW.jpg,1.0,Irish_terrier,0.254856,True,briard,0.227716,True,soft-coated_wheaten_terrier,0.223263,True,3949.0,1278.0,2015-11-27 00:00:00,2018-10-13 19:11:00,no-entry,Irish_terrier,0.254856,11.0,1.0
2128,670303360680108032,Twitter for iPhone,This is a Speckled Cauliflower Yosemite named Hemry. He's terrified of intruder dog. Not one bit comfortable. 9/10 https://t.co/yV3Qgjh8iN,9.0,10.0,,https://pbs.twimg.com/media/CU1lWFaVAAAl0HG.jpg,1.0,Shetland_sheepdog,0.380278,True,Cardigan,0.342806,True,guinea_pig,0.156249,False,436.0,139.0,2015-11-27 00:00:00,2018-10-13 18:09:00,no-entry,Shetland_sheepdog,0.380278,9.0,1.0
2129,670290420111441920,Twitter for iPhone,This is Sandra. She's going skydiving. Nice adidas sandals. Stellar house plant. 11/10 https://t.co/orbkAq9kYF,11.0,10.0,Sandra,https://pbs.twimg.com/media/CU1Zgk7UcAAjw2t.jpg,1.0,Chihuahua,0.368876,True,Pomeranian,0.282102,True,papillon,0.178795,True,725.0,298.0,2015-11-27 00:00:00,2018-10-13 17:17:00,no-entry,Chihuahua,0.368876,11.0,1.0
2130,670093938074779648,Twitter for iPhone,This is Wally. He's a Flaccid Mitochondria. Going on vacation. Bag definitely full of treats. Great hat. 9/10 https://t.co/vYs9IVzHY9,9.0,10.0,Wally,https://pbs.twimg.com/media/CUym4Y5WsAEiI9_.jpg,1.0,toy_poodle,0.383346,True,miniature_poodle,0.153678,True,chow,0.138543,True,1059.0,349.0,2015-11-27 00:00:00,2018-10-13 04:16:00,no-entry,toy_poodle,0.383346,9.0,1.0
2131,670086499208155136,Twitter for iPhone,"""Hi yes this is dog. I can't help with that s- sir please... the manager isn't in right n- well that was rude""
10/10 https://t.co/DuQXATW27f",10.0,10.0,,https://pbs.twimg.com/media/CUygHhFXAAAwNXv.jpg,1.0,German_short-haired_pointer,0.273492,True,Staffordshire_bullterrier,0.132944,True,bluetick,0.124562,True,714.0,262.0,2015-11-27 00:00:00,2018-10-13 03:47:00,no-entry,German_short-haired_pointer,0.273492,10.0,1.0
2133,670073503555706880,Twitter for iPhone,Meet Winston. He wants to be a power drill. Very focused. 10/10 I believe in you Winston https://t.co/exGrzT9O88,10.0,10.0,Winston,https://pbs.twimg.com/media/CUyUSuWXIAAZKYF.jpg,1.0,malamute,0.6018859999999999,True,Siberian_husky,0.340106,True,Eskimo_dog,0.0500413,True,1607.0,821.0,2015-11-27 00:00:00,2018-10-13 02:55:00,no-entry,malamute,0.6018859999999999,10.0,1.0
2138,670040295598354432,Twitter for iPhone,😂😂😂 10/10 for the dog and the owner https://t.co/5iYF0Ci0EK,10.0,10.0,,https://pbs.twimg.com/media/CUx2F6lVEAAvFev.jpg,1.0,web_site,0.901552,False,borzoi,0.0266596,True,Chihuahua,0.0124376,True,771.0,115.0,2015-11-27 00:00:00,2018-10-13 00:43:00,no-entry,web_site,0.0266596,10.0,1.0
2140,670003130994700288,Twitter for iPhone,This is Raphael. He is a Baskerville Conquistador. Entertains at all the gatherings. 10/10 simply magnificent https://t.co/3NTykJmtHt,10.0,10.0,Raphael,https://pbs.twimg.com/media/CUxUSuaW4AAdQzv.jpg,1.0,beagle,0.375313,True,Saint_Bernard,0.17491099999999998,True,English_foxhound,0.115888,True,342.0,96.0,2015-11-26 00:00:00,2018-10-13 22:16:00,no-entry,beagle,0.375313,10.0,1.0
2143,669970042633789440,Twitter for iPhone,This is Julio. He was one of the original Ringling Bros. Exceptional balance. Very alert. Ready for anything. 10/10 https://t.co/aeURGO9Qs8,10.0,10.0,Julio,https://pbs.twimg.com/media/CUw2MV4XIAAHLO_.jpg,1.0,miniature_pinscher,0.734744,True,Rottweiler,0.13106600000000002,True,Doberman,0.0815094,True,310.0,63.0,2015-11-26 00:00:00,2018-10-13 20:04:00,no-entry,miniature_pinscher,0.734744,10.0,1.0
2144,669942763794931712,Twitter for iPhone,This is Andru. He made his very own lacrosse stick. Much dedication. Big dreams. Tongue slip. 11/10 go get em Andru https://t.co/1VJoY3OJ1F,11.0,10.0,Andru,https://pbs.twimg.com/media/CUwdYL5UsAAP0XX.jpg,1.0,vizsla,0.743216,True,redbone,0.217282,True,Rhodesian_ridgeback,0.0284735,True,522.0,173.0,2015-11-26 00:00:00,2018-10-13 18:16:00,no-entry,vizsla,0.743216,11.0,1.0
2147,669753178989142016,Twitter for iPhone,Meet Chester. He just ate a lot and now he can't move. 10/10 that's going to be me in about 17 hours https://t.co/63jh1tYZa5,10.0,10.0,Chester,https://pbs.twimg.com/media/CUtw9SAVEAAtFUN.jpg,1.0,Pembroke,0.8584940000000001,True,hamster,0.0263188,False,Shetland_sheepdog,0.022405200000000004,True,834.0,418.0,2015-11-26 00:00:00,2018-10-13 05:42:00,no-entry,Pembroke,0.8584940000000001,10.0,1.0
2150,669683899023405056,Twitter for iPhone,This is Kloey. Her mother was a unicorn. 10/10 https://t.co/NvKJRYDosA,10.0,10.0,Kloey,https://pbs.twimg.com/media/CUsx8q_WUAA-m4k.jpg,1.0,Pomeranian,0.998275,True,Chihuahua,0.000605476,True,Pekinese,0.000515688,True,398.0,114.0,2015-11-26 00:00:00,2018-10-13 01:07:00,no-entry,Pomeranian,0.998275,10.0,1.0
2152,669680153564442624,Twitter for iPhone,This is Shawwn. He's a Turkish Gangrene Robitussin. Spectacular tongue. Cranks out push-ups. 8/10 #NoDaysOff #swole https://t.co/IQFZKNUlXx,8.0,10.0,Shawwn,https://pbs.twimg.com/media/CUsuijgXAAE4pdi.jpg,1.0,dalmatian,0.141257,True,borzoi,0.137744,True,Labrador_retriever,0.103792,True,683.0,300.0,2015-11-26 00:00:00,2018-10-13 00:52:00,no-entry,dalmatian,0.141257,8.0,1.0
2154,669625907762618368,Twitter for iPhone,This is Penny. She's having fun AND being safe. 12/10 very responsible pup https://t.co/eqeWw67oU7,12.0,10.0,Penny,https://pbs.twimg.com/media/CUr9NjgU8AEpf5w.jpg,1.0,seat_belt,0.874502,False,golden_retriever,0.0554081,True,Labrador_retriever,0.0268543,True,3622.0,1879.0,2015-11-25 00:00:00,2018-10-13 21:17:00,no-entry,seat_belt,0.0554081,12.0,1.0
2155,669603084620980224,Twitter for iPhone,"Very human-like. Cute overbite smile *finger to earpiece* I'm being told that the dog is actually on the right
10/10 https://t.co/MSIbWu4YYs",10.0,10.0,,https://pbs.twimg.com/media/CUroc7QW4AATIff.jpg,1.0,Maltese_dog,0.659619,True,Tibetan_terrier,0.193539,True,Shih-Tzu,0.0393271,True,967.0,382.0,2015-11-25 00:00:00,2018-10-13 19:46:00,no-entry,Maltese_dog,0.659619,10.0,1.0
2156,669597912108789760,Twitter for iPhone,This is Skye. He is a Bretwaldian Altostratus. Not amused at all. Just saved small dog from avalanche. 10/10 hero af https://t.co/XmCvma01fF,10.0,10.0,Skye,https://pbs.twimg.com/media/CUrjvxiVEAA94dH.jpg,1.0,Eskimo_dog,0.595665,True,Siberian_husky,0.214474,True,white_wolf,0.147235,False,525.0,157.0,2015-11-25 00:00:00,2018-10-13 19:25:00,no-entry,Eskimo_dog,0.595665,10.0,1.0
2158,669573570759163904,Twitter for iPhone,This is Linda. She just looked up and saw you glancing at your neighboring classmate's test. 10/10 https://t.co/UpFFYhA1Id,10.0,10.0,Linda,https://pbs.twimg.com/media/CUrNmtFWoAAnWCD.jpg,1.0,West_Highland_white_terrier,0.946828,True,miniature_schnauzer,0.0223436,True,cairn,0.00946166,True,447.0,147.0,2015-11-25 00:00:00,2018-10-13 17:49:00,no-entry,West_Highland_white_terrier,0.946828,10.0,1.0
2162,669393256313184256,Twitter for iPhone,Meet Ronduh. She's a Finnish Checkered Blitzkrieg. Ears look fake. Shoes on point. 10/10 would pet extra well https://t.co/juktj5qiaD,10.0,10.0,Ronduh,https://pbs.twimg.com/media/CUopnHPVEAAcL2o.jpg,1.0,cocker_spaniel,0.359843,True,Blenheim_spaniel,0.139519,True,toy_poodle,0.132746,True,376.0,79.0,2015-11-25 00:00:00,2018-10-13 05:52:00,no-entry,cocker_spaniel,0.359843,10.0,1.0
2163,669375718304980992,Twitter for iPhone,This is Billl. He's trying to be a ghost but he's not very good at it. 6/10 c'mon Billl https://t.co/ero0XfdGtY,6.0,10.0,Billl,https://pbs.twimg.com/media/CUoZqaqWcAAA2MQ.jpg,1.0,Airedale,0.168762,True,Norfolk_terrier,0.107479,True,Lakeland_terrier,0.0978459,True,1374.0,756.0,2015-11-25 00:00:00,2018-10-13 04:43:00,no-entry,Airedale,0.168762,6.0,1.0
2164,669371483794317312,Twitter for iPhone,This is Oliviér. He's a Baptist Hindquarter. Also smooth af with the babes. 10/10 I'd totally get in a car with him https://t.co/fj4c170cxk,10.0,10.0,Oliviér,https://pbs.twimg.com/media/CUoVz8rU8AAfW-c.jpg,1.0,Brabancon_griffon,0.483268,True,miniature_pinscher,0.307465,True,redbone,0.07052380000000001,True,509.0,187.0,2015-11-25 00:00:00,2018-10-13 04:26:00,no-entry,Brabancon_griffon,0.483268,10.0,1.0
2167,669359674819481600,Twitter for iPhone,Meet Saydee. She's a Rochester  Ecclesiastical. Jumped off cliff and caught stick on way down. 11/10 1st round pick https://t.co/Eh2v0AyJbi,11.0,10.0,Saydee,https://pbs.twimg.com/media/CUoLEG3XAAE65I0.jpg,1.0,Labrador_retriever,0.367818,True,German_short-haired_pointer,0.280642,True,Chesapeake_Bay_retriever,0.184246,True,377.0,128.0,2015-11-25 00:00:00,2018-10-13 03:39:00,no-entry,Labrador_retriever,0.367818,11.0,1.0
2168,669354382627049472,Twitter for iPhone,Meet Dug. Dug fucken loves peaches. 8/10 https://t.co/JtA1TG21Xx,8.0,10.0,Dug,https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg,1.0,Chihuahua,0.97399,True,French_bulldog,0.010832,True,Pekinese,0.00209865,True,2779.0,1319.0,2015-11-25 00:00:00,2018-10-13 03:18:00,no-entry,Chihuahua,0.97399,8.0,1.0
