carat,cut,cut_ord,color,clarity,clarity_ord,price,bid
0.4,Premium,4,D,SI2,2,-363.39999999999964,-254.37999999999974
0.52,Good,2,G,VS2,5,1691.9600000000003,1184.372
1.02,Ideal,5,G,SI2,2,5010.76,3507.532
0.76,Very Good,3,G,VVS2,6,4323.18,3026.226
2.03,Ideal,5,I,SI2,2,13507.89,9455.523
1.51,Premium,4,F,VS2,5,10337.029999999999,7235.9209999999985
0.61,Very Good,3,E,SI1,3,1699.2300000000002,1189.461
1.0,Premium,4,F,VS2,5,6046.4,4232.48
1.07,Premium,4,E,SI2,2,5273.3099999999995,3691.3169999999996
1.21,Very Good,3,F,VS1,4,7201.03,5040.721
0.46,Fair,1,G,VS1,4,575.0799999999999,402.5559999999999
0.79,Good,2,I,VS2,5,3963.4700000000003,2774.429
0.32,Ideal,5,F,VVS2,6,937.6599999999999,656.3619999999999
0.4,Ideal,5,F,VS2,5,1156.7000000000003,809.6900000000002
0.51,Fair,1,E,VS2,5,1449.73,1014.8109999999999
1.05,Premium,4,J,VS1,4,6013.049999999999,4209.134999999999
0.43,Very Good,3,H,SI1,3,184.8900000000001,129.42300000000006
0.3,Ideal,5,G,VVS2,6,769.4000000000001,538.58
1.51,Premium,4,E,SI1,3,9429.029999999999,6600.320999999999
1.54,Ideal,5,J,VS2,5,10747.52,7523.264
1.16,Ideal,5,I,VS2,5,7550.58,5285.406
1.01,Premium,4,D,SI1,3,5222.529999999999,3655.770999999999
1.01,Very Good,3,I,VS2,5,5972.429999999999,4180.700999999999
0.83,Premium,4,H,SI1,3,3708.19,2595.7329999999997
0.93,Very Good,3,F,VS2,5,5299.39,3709.573
1.2,Very Good,3,G,SI2,2,6208.900000000001,4346.2300000000005
0.8,Ideal,5,E,VVS2,6,4975.900000000001,3483.13
1.11,Ideal,5,D,VVS2,6,7583.93,5308.751
1.31,Premium,4,H,SI2,2,7292.43,5104.701
1.11,Good,2,F,SI1,3,5747.63,4023.341
1.1,Good,2,D,SI2,2,5209.500000000001,3646.6500000000005
1.22,Premium,4,I,SI2,2,6535.26,4574.682
0.72,Ideal,5,F,SI2,2,2486.8599999999997,1740.8019999999997
1.09,Premium,4,I,VS2,5,6803.57,4762.499
1.05,Very Good,3,G,SI1,3,5400.95,3780.6649999999995
0.7,Fair,1,G,SI1,3,2140.1999999999994,1498.1399999999994
1.01,Very Good,3,F,SI1,3,5064.429999999999,3545.100999999999
